,eid,doi,title,year,citedby_count,cache_file_mdate,abstract
2-s2.0-85122594885,2-s2.0-85122594885,10.2166/wst.2021.482,"Application of CoMn/CoFe layered double hydroxide based on metal-organic frameworks template to activate peroxymonosulfate for 2,4-dichlorophenol degradation",2021,1,2023-05-01 10:47:36,"© 2021 The AuthorsMetal-organic frameworks (MOFs) have unique properties and stable structures, which have been widely used as templates/precursors to prepare well developed pore structure and high specific surface area materials. In this article, an innovative and facile method of crystal reorganization was designed by using MOFs as sacrificial templates to prepare a layered double hydroxide (LDH) nano-layer sheet structure through a pseudomorphic conversion process under alkaline conditions. The obtained CoMn-LDH and CoFe-LDH catalysts broke the ligand of MOFs and reorganized the structure on the basis of retaining a high specific surface area and a large number of pores, which had higher specific surface area and well developed pore structure compared with LDH catalysts prepared by traditional methods, and thus provide more active sites to activate peroxymonosulfate (PMS). Due to the unique framework structure of MOFs, the MOF-derived CoMn-LDH and CoFe-LDH catalysts could provide more active sites to activate PMS, and achieve a 2,4-dichlorophenol degradation of 99.3% and 99.2% within 20 minutes, respectively. In addition the two LDH catalysts displayed excellent degradation performance for bisphenol A, ciprofloxacin and 2,4-dichlorophenoxyacetic acid (2,4-D). X-ray photoelectron spectroscopy indicated that the valence state transformation of metal elements participated in PMS activation. Electron paramagnetic resonance manifested that sulfate radical (SO†4 - ) and singlet oxygen (1O2) were the main species for degrading pollutants. In addition, after the three-cycle experiment, the CoMn-LDH and CoFe-LDH catalysts also showed long-term stability with a slight activity decrease in the third cycle. The phytotoxicity assessment determined by the germination of mung beans proved that PMS activation by MOF-derived LDH catalysts can basically eliminate the phytotoxicity of a 2,4-D solution. This research not only developed high-activity LDH catalysts for PMS activation, but also expanded the environmental applications of MOF derivants."
2-s2.0-85121988659,2-s2.0-85121988659,10.3389/fnins.2021.787518,Biocompatibility of Platinum Nanoparticles in Brain ex vivo Models in Physiological and Pathological Conditions,2021,3,2023-05-01 10:47:37,"Copyright © 2021 Gulino, Santos and Pêgo.Platinum nanoparticles (PtNPs) have unique physico-chemical properties that led to their use in many branches of medicine. Recently, PtNPs gathered growing interest as delivery vectors for drugs, biosensors and as surface coating on chronically implanted biomedical devices for improving electrochemical properties. However, there are contradictory statements about their biocompatibility and impact on target organs such as the brain tissue, where these NPs are finding many applications. Furthermore, many of the reported studies are conducted in homeostasis conditions and, consequently, neglect the impact of the pathologic conditions on the tissue response. To expand our knowledge on the effects of PtNPs on neuronal and glial cells, we investigated the acute effects of monodisperse sodium citrate-coated PtNPs on rat organotypic hippocampal cultures in physiological or neuronal excitotoxic conditions induced by kainic acid (KA). The cellular responses of the PtNPs were evaluated through cytotoxic assays and confocal microscopy analysis. To mimic a pathologic scenario, 7-day organotypic hippocampal cultures were exposed to KA for 24 h. Subsequently, PtNPs were added to each slice. We show that incubation of the slices with PtNPs for 24 h, does not severely impact cell viability in normal conditions, with no significant differences when comparing the dentate gyrus (DG), as well as CA3 and CA1 pyramidal cell layers. Such effects are not exacerbated in KA-treated slices, where the presence of PtNPs does not cause additional neuronal propidium iodide (PI) uptake in CA3 and CA1 pyramidal cell layers. However, PtNPs cause microglial cell activation and morphological alterations in CA3 and DG regions indicating the establishment of an inflammatory reaction. Morphological analysis revealed that microglia acquire activated ameboid morphology with loss of ramifications, as a result of their response to PtNPs contact. Surprisingly, this effect is not increased in pathological conditions. Taken together, these results show that PtNPs cause microglia alterations in short-term studies. Additionally, there is no worsening of the tissue response in a neuropathological induced scenario. This work highlights the need of further research to allow for the safe use of PtNPs. Also, it supports the demand of the development of novel and more biocompatible NPs to be applied in the brain."
2-s2.0-85121035502,2-s2.0-85121035502,10.1021/acsami.1c16311,Application of Molecular Catalysts for the Oxygen Reduction Reaction in Alkaline Fuel Cells,2021,9,2023-05-01 10:47:39,"© 2021 American Chemical Society. All rights reserved.The development of precious group metal-free (PGM-free) catalysts for the oxygen reduction reaction is considered as the main thrust for the cost reduction of fuel cell technologies and their mass production. Within the PGM-free category, molecular catalysts offer an advantage over other heat-treated PGM-free catalysts owing to their well-defined structure, which enables further design of more active, selective, and durable catalysts. Even though non-heat-treated molecular catalysts with exceptional performance have been reported in the past, they were rarely tested in a fuel cell. Herein, we report on a molecular catalyst under alkaline conditions: fluorinated iron phthalocyanine (FeFPc) supported on cheap and commercially available high-surface area carbon─BP2000 (FeFPc@BP2000). It exhibits the highest activity ever reported for molecular catalysts under alkaline conditions in half-cells and fuel cells."
2-s2.0-85120908457,2-s2.0-85120908457,10.1021/acsami.1c19598,Sulfur Compensation: A Promising Strategy against Capacity Decay in Li-S Batteries,2021,3,2023-05-01 10:47:40,"© 2021 American Chemical Society.Drastic capacity decay as a result of active sulfur loss caused by the severe shuttle effect of dissolved polysulfides is the main obstacle in the commercial application of Li-S batteries. Various methods have been developed to suppress the active sulfur loss, but the results are far from ideal. Herein, we propose a facile sulfur compensation strategy to improve the cyclic stability of Li-S batteries. The strategy is to compensate sulfur to the cathode by chemical reactions between additional sulfur and lithium polysulfides diffusing away from the cathode. The compensatory sulfur can effectively mitigate the loss of active sulfur in the cathode side caused by the shuttle effect and thus maintain the high capacity of the battery during charging and discharging for long life cycle assessments. Using this strategy, the specific capacity of the assembled Li-S batteries was maintained at >700 mA h g-1 for more than 500 cycles at 1 C and >1000 mA h g-1 for ∼100 cycles at 0.1 C, while the capacity of control batteries rapidly decreased to <200 mA h g-1 under the same conditions."
2-s2.0-85118168410,2-s2.0-85118168410,10.1016/j.matdes.2021.110188,Ni-Fe layered double hydroxides for oxygen evolution Reaction: Impact of Ni/Fe ratio and crystallinity,2021,7,2022-11-19 17:05:07,"© 2021 The AuthorsThe Oxygen Evolution Reaction (OER), half-reaction of the water-splitting process for hydrogen production, suffers from sluggish kinetics. NiFe materials appeared as interesting catalytic materials for this reaction in alkaline electrolyzers and have been studied, particularly in the form of NiFe Layered Double Hydroxides (LDH). However, the impact of the specificity of the atomic arrangement in the LDH and of its composition on the catalytic efficiency of the material are still unknown. Herein, LDH are synthesized with Ni/Fe ratios from 2 to 4 and different levels of crystallinity to assess their electrocatalytic behavior in 0.1 M KOH. Statistical analysis of the electrochemical results allows to highlight that, while no effect from the atomic ratio is observed, an increase in the crystallinity of the LDH seem detrimental to the catalytic efficiency."
2-s2.0-85115036447,2-s2.0-85115036447,10.1016/j.apcatb.2021.120706,UV/H2O2 degradation of diclofenac in a photocatalytic fuel cell,2021,12,2023-05-01 10:48:02,© 2021 Elsevier B.V.The purpose of this work was to construct an integrated reactor which could photoelectrocatalytically generate hydrogen peroxide under solar radiation and simultaneously degrade a recalcitrant pollutant by the UV/H2O2 process. Diclofenac has been chosen as water soluble model pollutant. Hydrogen peroxide has been produced by atmospheric oxygen reduction in a photocatalytic fuel cell. The cell comprised a transparent photoanode electrode bearing a combined CdS/TiO2 photocatalyst and a carbon cloth cathode bearing nanoparticulate carbon without any other electrocatalyst. Diclofenac was dissolved in the cathode compartment where hydrogen peroxide was generated and the pollutant was degraded by UV radiation support. Degradation was monitored by UV–Vis spectrophotometry and by high performance liquid chromatography. The results show that an integrated reactor functionality is realistic and effective and it provides an alternative route for sustainable operation aiming at environmental remediation.
2-s2.0-85115000176,2-s2.0-85115000176,10.1016/j.ccr.2021.214209,Advanced opportunities and insights on the influence of nitrogen incorporation on the physico-/electro-chemical properties of robust electrocatalysts for electrocatalytic energy conversion,2021,20,2023-05-01 10:48:04,"© 2021The use of a wide range of methods for incorporating nitrogen atoms on robust catalysts has given rise to fundamental advances in the field of energy conversion and storage. Recently, nitrogen incorporation has proven to be able to fine-tune the electron densities of exposed active sites to create high-performance electrocatalysts. The preservation of a strong interface between the local atomic coordination of nitrogen atoms on bare carbon, single metal atoms, transition metal oxides, metal chalcogenides, and MXenes during synthesis plays an important role in producing an efficient electrocatalysts. In addition, the ability of nitrogen atoms to bind with carbon or metal atoms can be influenced by processing conditions. In this regard, this review is the first comprehensive overview of the range of synthetic strategies to form nitrogen incorporated catalysts and assess their chemical, structural, physical electronic property modification and their influence on electrocatalytic ORR, OER, and HER performance. This review will describe how specific strategies have been utilized to realise effective electrocatalytic systems, including the energy conversion of nitrogen incorporated catalysts, structural coordination, and material optimization. Finally, the main challenges to be considered in future investigations in order to initiate new research efforts in this promising research area are discussed."
2-s2.0-85114835004,2-s2.0-85114835004,10.1016/j.apsusc.2021.151095,Unraveling the relevance of carbon felts surface modification during electrophoretic deposition of nanocarbons on their performance as electrodes for the VO2+/VO2+ redox couple,2021,8,2023-05-01 10:48:06,"© 2021 The AuthorsThe energy efficiency of vanadium redox flow batteries (VRFB) greatly depends on the electrochemical performance of the electrodes that constitute these devices, so it is essential to develop more efficient electrode materials with optimized structure and physicochemical properties. Carbon-based felts are commonly used as electrodes in such devices due to their high chemical stability in acid media, high electrical conductivity and their three-dimensional structure. However, they show low reversibility and electrocatalytic activity, especially for the VO2+ / VO2+ redox couple. In the quest for improving the electrochemical behaviour of carbon-based felts, it has been proposed to modify them with functionalized carbon nanotubes or graphene oxide by electrophoretic deposition. To elucidate if the improvements achieved on these electrodes can be really ascribed to the presence of the carbon nanomaterials or to the oxidation undergone by the fibers during this treatment, the electro-oxidation of a pristine rayon-based graphitized carbon felt was performed in parallel. The electro-oxidized felt exhibits the best behaviour, suggesting that the improved performance obtained for the electrodes modified with nanocarbons are mainly influenced by the oxidation of the fibers."
2-s2.0-85114817828,2-s2.0-85114817828,10.1016/j.memsci.2021.119832,PBI nanofiber mat-reinforced anion exchange membranes with covalently linked interfaces for use in water electrolysers,2021,10,2023-05-01 10:48:07,"© 2021 The AuthorsAnion exchange membranes (AEM) are key components in anion exchange membrane water electrolysers. Recently developed materials are less susceptible to the alkaline degradation of the polymer backbone and quaternary ammonium groups. A remaining challenge is the mechanical stability in contact with hot water and dimensional stability when the temperature of the feed solution changes. One solution is to reinforce membranes with a porous support. Since support materials like PEEK or PTFE have a different swelling behavior than the matrix and no strong interactions with the matrix, voids can form, and gas crossover increases. In this work, we approach this issue by pore filling polybenzimidazole nanofiber mats with the bromomethylated precursor of mTPN, an ultra-stable AEM material. During drying, a covalent interaction between support (PBI amine groups) and matrix (-CH2Br) is established. After quaternization, the optimized PBI/mTPN-50.120 composite membrane still shows a high conductivity of 62 mS cm−1, but 37% reduced length swelling in comparison to the non-reinforced membrane. Tensile strength and Young's modulus increase 17% and 56% to 49 MPa and 680 MPa, respectively. In an electrolyser, a stable voltage of 1.98V at 0.25 A cm−2 was achieved, and no change in membrane resistance was observed over the test time of 200 h (50 °C, 1 M KOH, catalysts based on Ni/Fe and Mo)."
2-s2.0-85114694576,2-s2.0-85114694576,10.1016/j.cej.2021.131884,Defect enriched hierarchical iron promoted Bi2MoO6 hollow spheres as efficient electrocatalyst for water oxidation,2021,5,2023-05-01 10:48:10,"© 2021 Elsevier B.V.The manipulation in crystal structure as well as electronic structure of material apart from the morphology play important role in determining electrocatalytic activity. Bismuth molybdate with its special layered structure in orthorhombic phase and hollow sphere morphology performed as potential electrocatalyst for oxygen evolution reaction in alkaline medium. The activity can further be enhanced by promoting iron in the crystal structure. The strain as well as dislocation developed in the crystal structure of Bi2MoO6 upon iron incorporation are well-studied. The presence of optimum amount of iron and thereby creating oxygen vacancies have been found to be beneficial, though higher concentration turns out to be detrimental for the electrocatalytic performance. The optimum iron promoted Bi2MoO6 leads to achieve overpotential value of 286 mV at 10 mA cm−2 current density with Tafel slope of only 44 mV dec-1 for OER. The experimental results are well-supported by the density functional theory simulations, which demonstrate that iron incorporation lowers the energy barrier by promoting the adsorptions of OER intermediates, most distinctly the oxygen adsorption."
2-s2.0-85114343568,2-s2.0-85114343568,10.1016/j.apcatb.2021.120616,Glyceraldehyde production by photocatalytic oxidation of glycerol on WO3-based materials,2021,12,2023-05-01 10:48:13,"© 2021 Elsevier B.V.Valorization of glycerol into high added-value products by photocatalysis can not only create good economic benefits, but also cater to the global low-carbon and energy-saving environmental protection needs. In this study we proposed, for the very first time, to perform the photooxidation of glycerol towards added-value products with homemade WO3 and commercial WO3/TiO2 (DTW5)). Their performance was compared with that of state-of-the-art TiO2-based photocatalysts (Anatase, Rutile, and P25). We found that, while TiO2 favours the total oxidation of glycerol, WO3-based materials exhibit an outstanding selectivity towards one of the most valuable oxidation products: glyceraldehyde. It was attributed to their enhanced acidity, which selectively activates C–O bonds in glycerol and facilitates the further desorption of glyceraldehyde to the liquid phase. This study establishes therefore a new starting point towards the development of advanced materials for an efficient valorization of glycerol."
2-s2.0-85113610613,2-s2.0-85113610613,10.1016/j.cej.2021.131827,Two-dimensional hetero-nanostructured electrocatalyst of Ni/NiFe-layered double oxide for highly efficient hydrogen evolution reaction in alkaline medium,2021,14,2022-11-19 17:05:14,"© 2021 Elsevier B.V.High-performance, cost-effective and stable electrocatalysts are critical for hydrogen evolution reaction (HER) via water splitting in alkaline media. Herein a unique hetero-nanostructured Ni/NiFe-layered double oxide (Ni/NiFe-LDO) on Ni foam (NF) has been successfully constructed through phase-transition and controlled in-situ reduction process. Because the two-dimensional (2D) morphology of NiFe-LDO nanosheets can stabilize uniform in-situ formed nano-Ni sites, the prepared Ni/NiFe-LDO on NF displays a high catalytic activity for HER in 1.0 M KOH solution, which requires an extremely low overpotential of 29 mV to afford a current density at 10 mA cm−2, achieves a Tafel slope of 82 mV dec-1 and maintains an excellent stability of electrolysis for at least 24 h. Detail characterizations reveal that the synergistic effect between nano-Ni and NiFe-LDO nanosheets contributes to the prominent HER activity. In NiFe-LDO, Fe2O3 facilitates the adsorption of H2O on the interface region of Ni-Fe2O3, which is beneficial for water activation, then NiO offers the active sites for hydroxyl adsorption (*OH), meanwhile nano-Ni sites are active to adsorb hydrogen intermediates (H*). All of the above accelerates the water dissociation in Volmer-step reaction."
2-s2.0-85112679981,2-s2.0-85112679981,10.1016/j.scitotenv.2021.149645,Combining electrochemical nitrate reduction and anammox for treatment of nitrate-rich wastewater: A short review,2021,19,2023-05-01 10:48:35,"© 2021 Elsevier B.V.Treatment of nitrate-rich wastewater is important but challenging for the conventional biological denitrification process. Here, we propose combining the electrochemical reduction and anaerobic ammonium oxidation (anammox) processes together for treatment of nitrate-rich wastewater. This article reviews the mechanism and current research status of electrochemical reduction of nitrate to ammonium as well as the mechanism and applicability of the anammox process. This article discusses the principles, superiorities and challenges of this combined process. The feasibility of the combined process depends on the efficiency of electrochemical nitrate reduction to ammonium and the conditions in the anammox process to use the reduced ammonium as the substrate to achieve deep nitrogen removal. The article provides a feasible strategy for using the electrochemical reduction and anammox combined process to treat nitrate-rich wastewater."
2-s2.0-85110397277,2-s2.0-85110397277,10.1016/j.cej.2021.131295,Reusing warm-paste waste as catalyst for peroxymonosulfate activation toward antibiotics degradation under high salinity condition: Performance and mechanism study,2021,18,2023-05-01 10:48:50,"© 2021 Elsevier B.V.Resourcing solid waste as catalysts for activating peroxymonosulfate (PMS) used in high-salt organic wastewater treatment, to realize waste control, is meaningful, promising, and a win–win strategy for environmental remediation. Here, a magnetically recyclable hybrid originating from used warm paste (greater than92% yield) was developed using water washing to activate PMS for antibiotics degradation under hypersaline system. Scanning electron microscope (SEM) and transmission electron microscopy (TEM) measurements indicated that the hybrid is a sheet structure with active Fe sites uniformly dispersed on the surface. The hybrid displayed an excellent PMS activation capacity; it is superior to those of classical Fe3O4 and Co3O4, which could degrade the tetracycline (TC). However, under a high-salt (0.2 mol/L Na2SO4) or mixed salts condition, the hybrid exhibited TC degradation performance. Moreover, a detailed investigation of the impact on of TC removal indicated that the preferable conditions were pH = 6, temperature = 25 °C, catalyst = 0.3 g/L and PMS = 0.3 g/L. Systematic experiments uncovered the hybrid exhibiting superb catalysis universality and adaptability in three refractory organics, 5 natural polluted water matrices, and coexisting-ions system, as well as five times, recycle processes. The surface chemical analysis combined with quenching experiment and electron paramagnetic resonance (EPR) test confirmed the PMS activation mechanism and the reactive radicals contributed in order of 1O2 > •OH > SO4•−. Considering its performance, stability and applicability, the warm paste hybrid would be good for PMS activation toward high-salt environment remediation. Thus inducing a novel direction for solid waste treatment and mitigated resource scarcity."
2-s2.0-85107965347,2-s2.0-85107965347,10.1016/j.cej.2021.130781,Trends and descriptors for tuning CO2 electroreduction to synthesis gas over Ag and Au supported on transition metal carbides and nitrides,2021,13,2023-05-01 10:48:58,"© 2021 Elsevier B.V.Synthesis gas produced from the electrochemical carbon dioxide reduction reaction (CO2RR) using renewable energy represents a promising solution toward carbon neutrality. Both high activity and controlled CO/H2 ratios are crucial for coupling CO2RR with downstream thermochemical reactions. In the current study, transition metal carbides (TMCs) and nitrides (TMNs) of Group VB elements (V, Nb and Ta) were used as supports to tune the CO2RR activity and CO/H2 ratios over Ag- and Au-based electrocatalysts. Combined electrochemical measurements and density functional theory (DFT) calculations identified the Gibbs free energy for adsorption of the *HOCO intermediate (ΔG(*HOCO)) as a potential descriptor for CO2RR, which could be adjusted by using different TMC and TMN supports. As opposed to structural strain effects, the electronic modification was found to be the key controlling factor in the interactions between TMC/TMN and supported Ag/Au. TaC and TaN have been identified as promising supports for Ag- and Au-based electrocatalysts for CO2RR to synthesis gas production."
2-s2.0-85107822770,2-s2.0-85107822770,10.1016/j.cej.2021.130749,Highly dispersed Cu atoms in MOF-derived N-doped porous carbon inducing Pt loads for superior oxygen reduction and hydrogen evolution,2021,16,2022-11-19 17:05:28,"© 2021 Elsevier B.V.The preparation of oxygen reduction reaction (ORR) and hydrogen evolution reaction (HER) catalysts with high activity, stability and low platinum loading has always been the focus of research. The single-atom platinum supported catalyst greatly improves the utilization of platinum, but the catalytic activity and selectivity are greatly affected by the platinum coordination environment, and the preparation of the material is difficult. Doping base metals to adjust the electronic structure of platinum is an effective strategy to improve catalyst performance. In this work, copper-platinum alloy nanoparticles were loaded on N-doped porous carbon via a targeted route guided by highly dispersed Cu atoms derived from MOF. The product C-ZIF-CuPt has high activity and high stability ORR, HER bifunctional catalytic performance, which is better than commercial Pt/C (20 wt%). The Pt activity in C-ZIF-CuPt is 4.4 times (ORR) and 6.7 times (HER) than Pt/C. Spectromicroscopic determinations unveiled that strong interactions between carbon carrier and the CuPt alloys contribute to the overall stabilities. DFT calculations show that Cu doping can increase the d-band center of Pt, reduce the ORR overpotential, and the activation energy barrier to water molecules, which is beneficial to ORR and HER catalysis. Under the same carrier conditions, the performance of sub-nano (single atoms, clusters) platinum-supported catalysts (C-ZIF-Cu-Pt) is inferior to C-ZIF-CuPt. This further shows that platinum alloying can effectively improve the performance of the catalyst."
2-s2.0-85098654971,2-s2.0-85098654971,10.1149/1945-7111/abd0cd,Development and application of an electrochemical sensor for hydroquinone in pharmaceutical products,2021,8,2023-05-01 10:49:00,"© 2020 The Author(s). Published on behalf of The Electrochemical Society by IOP Publishing Limited. This is an open access article distributed under the terms of the Creative Commons Attribution 4.0 License (CC BY, http://creativecommons.org/licenses/ by/4.0/), which permits unrestricted reuse of the work in any medium, provided the original work is properly cited.In this work, a carboxylic acid-functionalized graphene (Gr-COOH)-modified glassy carbon electrode (GCE) (Gr-COOH/GCE) was developed and applied for the sensitive determination of hydroquinone in pharmaceutical products. Gr-COOH on a GCE was used as an adsorbent in adsorptive anodic stripping voltammetry (AdASV). Scanning electron microscopy (SEM), Fourier transform infrared spectroscopy (FT-IR), cyclic voltammetry (CV) and AdASV were employed to characterize the surface morphology and electrochemical behavior of the Gr-COOH/GCE. The sensitivity of the Gr-COOH/GCE was 3, 7, and 10 times higher than those of a Gr/GCE, GCE-COOH and bare GCE, respectively. Several operational parameters, including the amount of Gr-COOH, preconcentration potential and preconcentration time, were optimized. Under optimum conditions, the peak current response linearly increased with the hydroquinone concentration in the range of 0.1-40.0 μmol l−1 (r = 0.999) with a high sensitivity of 19.86 μA (μmol l−1)−1 cm−2 and a limit of detection of 0.04 μmol l−1. This proposed modified electrode exhibited good repeatability, accuracy and precision. It also showed good anti-interference properties. This method was successfully applied to detect hydroquinone in skin-lightening products."
2-s2.0-85127469596,2-s2.0-85127469596,10.1039/d1ta09608g,C3 production from CO2 reduction by concerted *CO trimerization on a single-atom alloy catalyst,2021,10,2023-05-01 10:49:01,"© 2022 The Royal Society of Chemistry.The direct electroreduction of carbon dioxide (CO2) and carbon monoxide (CO) to C3 products is challenging. The main reason is the competitive C2 production resulting from a traditional sequential C-C coupling mechanism. As a result, most catalysts could not facilitate C3 products since the carbon chain growth from C2 to C3 competes with C2 desorption. In this work, we carried out Density Functional Theory (DFT) calculations with implicit solvation effects on densely arrayed Cu nanopyramids (Cu-DANs). We demonstrate that the co-adsorption energy of three *CO intermediates (ΔG3*CO; from the CO2 or CO reactant) is a descriptor for C3 activity. An activity volcano plot was constructed based on this discovery, which can be used to predict the optimal range for ΔG3*CO adsorption strength. We demonstrate that by applying the single-atom alloy catalyst strategy, i.e. embedding Ag single metal onto Cu-DANs, we could successfully tune the ΔG3*CO strength toward the optimal range. In addition, the adsorbed *CO could form a long carbon chain on such a structure via a one-step concerted trimerization mechanism to form the key C3 reaction intermediate, avoiding the competitive C2 desorption pathway. Furthermore, Ag-doped Cu-DANs could effectively retain oxygen atoms in the hydroxyl group, which enabled a pathway towards direct electrosynthesis of a new C3 product (C3H8O2; 1,2-PDO) beyond the only available n-propanol. Our newly discovered concerted trimerization mechanism in combination with single-atom alloy catalysts paves the way for materials design toward more long-chain oxygenate generation."
2-s2.0-85127345074,2-s2.0-85127345074,10.1039/d1ta08285j,Single-atom catalysts on supported silicomolybdic acid for CO2 electroreduction: a DFT prediction,2021,13,2023-05-01 10:49:02,"© 2022 The Royal Society of Chemistry.The electrocatalytic CO2 reduction reaction (CO2RR) is an effective way to convert CO2 into fuels which relies on efficient catalysts due to extreme reaction activation barriers. As a new frontier in the field of catalysis, single-atom catalysts (SACs) play an important role in the CO2RR owing to their maximum atomic availability and unique properties. Herein, a new type of electrocatalyst combining transition metal (TM = Sc, Ti, V, Cr, Mn, Fe, Co, Ni, Cu, Zn, Y, Zr, Nb, Mo, Tc, Ru, Rh, Pd, Ag and Cd) with α-Keggin type Na4[SiMo12O40] (Na4SiMo12) was investigated by density functional theory (DFT) calculations. Through comprehensive screening, TM@Na4SiMo12 (TM = Sc, Ti, V, Cr, Mn, Zn, Y, Zr, Nb and Cd) have been found to exhibit robust stability. Among them, TM@Na4SiMo12 (TM = Sc, Cr, Mn, Ti, and V) have excellent catalytic activity for the CO2RR; in particular, the limiting potential (UL) for CO2RR by Cr@Na4SiMo12 is −0.23 V and the product is HCOOH. Meanwhile, Mn@Na4SiMo12 has high CO2RR selectivity and good catalytic performance (UL = −0.48 V). During the electrochemical CO2RR, polyoxometalates (POMs) act as “electron sponges”, accepting and donating electrons. It is expected that the present work will spur the development of new SACs for the CO2RR."
2-s2.0-85121655374,2-s2.0-85121655374,10.1063/5.0077580,Is the water/Pt(111) interface ordered at room temperature?,2021,4,2023-05-01 10:49:02,"© 2021 Author(s).The structure of the water/Pt(111) interface has been a subject of debate over the past decades. Here, we report the results of a room temperature molecular dynamics study based on neural network potentials, which allow us to access long time scale simulations while retaining ab initio accuracy. We find that the water/Pt(111) interface is characterized by a double layer composed of a primary, strongly bound adsorption layer with a coverage of ∼0.15 ML, which is coupled to a secondary, weakly bound adsorption layer with a coverage of ∼0.58 ML. By studying the order of the primary adsorption layer, we find that there is an effective repulsion between the adsorbed water molecules, which gives rise to a dynamically changing, semi-ordered interfacial structure, where the water molecules in the primary adsorption layer are distributed homogeneously across the interface, forming frequent hydrogen bonds to water molecules in the secondary adsorption layer. We further show that these conclusions are beyond the time scales accessible to ab initio molecular dynamics."
2-s2.0-85120917369,2-s2.0-85120917369,10.1021/acsomega.1c04296,Flexible Screen-Printed Electrochemical Sensors Functionalized with Electrodeposited Copper for Nitrate Detection in Water,2021,8,2023-05-01 10:49:03,"© 2021 The Authors. Published by American Chemical Society.Nitrate (NO3-) contamination is becoming a major concern due to the negative effects of an excessive NO3- presence in water which can have detrimental effects on human health. Sensitive, real-time, low-cost, and portable measurement systems able to detect extremely low concentrations of NO3- in water are thus becoming extremely important. In this work, we present a novel method to realize a low-cost and easy to fabricate amperometric sensor capable of detecting small concentrations of NO3- in real water samples. The novel fabrication technique combines printing of a silver (Ag) working electrode with subsequent modification of the electrode with electrodeposited copper (Cu) nanoclusters. The process was tuned in order to reach optimized sensor response, with a high catalytic activity toward electroreduction of NO3- (sensitivity: 19.578 μA/mM), as well as a low limit of detection (LOD: 0.207 nM or 0.012 μg/L) and a good dynamic linear concentration range (0.05 to 5 mM or 31 to 310 mg/L). The sensors were tested against possible interference analytes (NO2-, Cl-, SO42-, HCO3-, CH3COO-, Fe2+, Fe3+, Mn2+, Na+, and Cu2+) yielding only negligible effects [maximum standard deviation (SD) was 3.9 μA]. The proposed sensors were also used to detect NO3- in real samples, including tap and river water, through the standard addition method, and the results were compared with the outcomes of high-performance liquid chromatography (HPLC). Temperature stability (maximum SD 3.09 μA), stability over time (maximum SD 3.69 μA), reproducibility (maximum SD 3.20 μA), and repeatability (maximum two-time useable) of this sensor were also investigated."
2-s2.0-85120901484,2-s2.0-85120901484,10.1021/acsomega.1c05081,In Situ-Grown Heterostructured Co3S4/CNTs/C Nanocomposites with a Bridged Structure for High-Performance Supercapacitors,2021,1,2023-05-01 10:49:04,"© As one of the most competitive candidates for energy storage devices, supercapacitors have attracted extensive research interest due to their incomparable power density and ultralong cycling stability. However, the large surface area required for charge storage is an irreconcilable contradiction with the requirement of energy density. Therefore, a high energy density is a major challenge for supercapacitors. To solve the contradiction, Co3S4/CNTs/C with a bridged structure is designed, where CNTs generated in situ serve as a bridge to connect a porous carbon matrix and a Co3S4 nanoparticle, and Co3S4 nanoparticles are anchored on the topmost of CNTs. The porous carbon and Co3S4 are used for electrochemical double-layer capacitors and pseudocapacitors, respectively. This bridged structure can efficiently utilize the surface of Co3S4 nanoparticles to increase the overall energy storage capacity and provide more electrochemically active sites for charge storage and delivery. The materials show an energy density of 41.3 Wh kg-1 at 691.9 W kg-1 power density and a retaining energy density of 33.1 Wh kg-1 at a high power density of 3199.9 W kg-1 in an asymmetrical supercapacitor. The synthetic technique provides a simple method to obtain heterostructured nanocomposites with a high energy density by maximizing the effect of pseudocapacitor electrode active materials."
2-s2.0-85120742930,2-s2.0-85120742930,10.1039/d1sc05441d,Unexpected high selectivity for acetate formation from CO2reduction with copper based 2D hybrid catalysts at ultralow potentials,2021,8,2023-05-01 10:49:07,"© The Royal Society of Chemistry.Copper-based catalysts are efficient for CO2 reduction affording commodity chemicals. However, Cu(i) active species are easily reduced to Cu(0) during the CO2RR, leading to a rapid decay of catalytic performance. Herein, we report a hybrid-catalyst that firmly anchors 2D-Cu metallic dots on F-doped CuxO nanoplates (CuxOF), synthesized by electrochemical-transformation under the same conditions as the targeted CO2RR. The as-prepared Cu/CuxOF hybrid showed unusual catalytic activity towards the CO2RR for CH3COO- generation, with a high FE of 27% at extremely low potentials. The combined experimental and theoretical results show that nanoscale hybridization engenders an effective s,p-d coupling in Cu/CuxOF, raising the d-band center of Cu and thus enhancing electroactivity and selectivity for the acetate formation. This work highlights the use of electronic interactions to bias a hybrid catalyst towards a particular pathway, which is critical for tuning the activity and selectivity of copper-based catalysts for the CO2RR. This journal is"
